Start Time,Price Open,Price Close,Price High,Price Low,Volume Traded,Trade Count
2016-10-18T00:00:00.0000000Z,12.025910000000001,12.03,12.03,12.025910000000001,76.9421,6
2016-10-18T01:00:00.0000000Z,12.03,12.0,12.03,12.0,146.2798,3
2016-10-18T02:00:00.0000000Z,12.03807,12.01021,12.07878,12.01021,63.02789599,11
2016-10-18T03:00:00.0000000Z,12.01486,12.2,12.2,12.01486,1303.9907097999999,33
2016-10-18T04:00:00.0000000Z,12.2,12.315,12.4875,12.2,2274.40932156,74
2016-10-18T05:00:00.0000000Z,12.43783,12.547989999999999,12.547989999999999,12.31615,1241.84878135,43
2016-10-18T06:00:00.0000000Z,12.45016,12.5417,12.5452,12.35336,681.94199504,24
2016-10-18T07:00:00.0000000Z,12.52517,12.431,12.52517,12.33336,603.1302,23
2016-10-18T08:00:00.0000000Z,12.3904,12.44101,12.4711,12.310030000000001,804.8562964,14
2016-10-18T09:00:00.0000000Z,12.537980000000001,12.5,12.537989999999999,12.41823,695.03289368,30
2016-10-18T10:00:00.0000000Z,12.501,12.58222,12.59809,12.5,1218.56205698,21
2016-10-18T11:00:00.0000000Z,12.50014,12.53369,12.53369,12.49775,847.99719522,27
2016-10-18T12:00:00.0000000Z,12.53369,12.5,12.58849,12.48,1947.70892625,30
2016-10-18T13:00:00.0000000Z,12.52,12.710469999999999,12.77999,12.52,3432.42664895,88
2016-10-18T14:00:00.0000000Z,12.77,12.63022,12.8995,12.62082,2023.26527531,65
2016-10-18T15:00:00.0000000Z,12.63002,12.7395,12.74,12.62001,412.02240367,16
2016-10-18T16:00:00.0000000Z,12.65747,12.7312,12.79,12.65746,398.040371,9
2016-10-18T17:00:00.0000000Z,12.65729,12.606,12.65729,12.51281,608.25581482,17
2016-10-18T18:00:00.0000000Z,12.619000000000002,12.62,12.62,12.61,235.05534859,21
2016-10-18T19:00:00.0000000Z,12.61638,12.5942,12.6519,12.51,1519.0176720000002,18
2016-10-18T20:00:00.0000000Z,12.59239,12.569,12.5934,12.51138,159.99424767,10
2016-10-18T21:00:00.0000000Z,12.51015,12.49029,12.57,12.44,713.19058868,23
2016-10-18T22:00:00.0000000Z,12.57,12.44004,12.5984,12.44004,831.10837816,13
2016-10-18T23:00:00.0000000Z,12.442910000000001,12.482569999999999,12.5832,12.442910000000001,563.54469141,11
2016-10-19T00:00:00.0000000Z,12.61,12.568,12.61,12.568,9.6691,4
2016-10-19T01:00:00.0000000Z,12.5737,12.523,12.61438,12.523,624.6343099999999,11
2016-10-19T02:00:00.0000000Z,12.48442,12.45008,12.48442,12.45005,2091.14656249,59
2016-10-19T03:00:00.0000000Z,12.45092,12.4628,12.4715,12.44005,309.16653351,13
2016-10-19T04:00:00.0000000Z,12.465010000000001,12.44016,12.475019999999999,12.44006,239.10230897,20
2016-10-19T05:00:00.0000000Z,12.4401,12.46469,12.46469,12.44005,11.76714011,3
2016-10-19T06:00:00.0000000Z,12.44092,12.441189999999999,12.441189999999999,12.44092,2.4815577,2
2016-10-19T07:00:00.0000000Z,12.4415,12.5226,12.613489999999999,12.4415,228.30634799999999,32
2016-10-19T08:00:00.0000000Z,12.613489999999999,12.52206,12.613489999999999,12.52205,63.20786525,57
2016-10-19T09:00:00.0000000Z,12.58199,12.5309,12.664069999999999,12.500169999999999,50.72521365,15
2016-10-19T10:00:00.0000000Z,12.501719999999999,12.53046,12.6078,12.501719999999999,16.77540544,8
2016-10-19T11:00:00.0000000Z,12.53112,12.55,12.57949,12.50721,572.07583512,33
2016-10-19T12:00:00.0000000Z,12.5072,12.2191,12.5072,12.12,4478.33657139,122
2016-10-19T13:00:00.0000000Z,12.28001,12.05,12.28001,11.97402,2312.93831726,81
2016-10-19T14:00:00.0000000Z,12.05,12.00004,12.05,11.977,3248.98796825,103
2016-10-19T15:00:00.0000000Z,12.012739999999999,12.04,12.08985,11.95,586.32402104,28
2016-10-19T16:00:00.0000000Z,11.9707,11.919,12.03776,11.91,1745.19084486,60
2016-10-19T17:00:00.0000000Z,11.91001,11.94998,11.99611,11.89001,551.39326183,17
2016-10-19T18:00:00.0000000Z,11.95,11.96,11.96,11.95,148.34412748,4
2016-10-19T19:00:00.0000000Z,12.018889999999999,12.0189,12.0189,12.018889999999999,551.19872028,3
2016-10-19T20:00:00.0000000Z,11.91114,11.99,11.99,11.91114,214.42620722,7
2016-10-19T21:00:00.0000000Z,11.99,12.02,12.02,11.99,611.96994282,4
2016-10-19T22:00:00.0000000Z,12.01,11.95,12.01,11.95,837.58561,10
2016-10-19T23:00:00.0000000Z,12.04998,12.03679,12.05,12.03549,154.7,22
2016-10-20T00:00:00.0000000Z,12.05,12.11,12.11,12.05,28.962393,6
2016-10-20T01:00:00.0000000Z,12.097389999999999,12.14289,12.14289,12.0964,237.90140462,9
2016-10-20T02:00:00.0000000Z,12.2,12.233460000000001,12.233460000000001,12.2,229.73220324,9
2016-10-20T03:00:00.0000000Z,12.2335,12.2335,12.2335,12.2335,71.34100000000001,1
2016-10-20T05:00:00.0000000Z,12.06,12.0788,12.0788,12.06,183.0573,3
2016-10-20T06:00:00.0000000Z,12.05,12.05,12.05,12.05,29.07433424,5
2016-10-20T07:00:00.0000000Z,12.05,12.07,12.07,12.01349,333.92566576,7
2016-10-20T08:00:00.0000000Z,12.07,12.02113,12.07,12.01145,115.30055766,10
2016-10-20T09:00:00.0000000Z,12.0693,12.0693,12.0693,12.0693,30.63309388,1
2016-10-20T10:00:00.0000000Z,12.01724,12.297089999999999,12.297089999999999,12.010069999999999,786.61033933,34
2016-10-20T11:00:00.0000000Z,12.27358,12.2213,12.2736,12.18,1237.71615539,18
2016-10-20T12:00:00.0000000Z,12.224789999999999,12.08412,12.224789999999999,12.083919999999999,156.067367,6
2016-10-20T13:00:00.0000000Z,12.17154,12.1,12.18649,12.08426,429.91852345,15
2016-10-20T14:00:00.0000000Z,12.1,12.1,12.1,12.1,46.70933834,6
2016-10-20T15:00:00.0000000Z,12.09,12.07,12.1,12.07,391.67341827,12
2016-10-20T16:00:00.0000000Z,12.07,12.17,12.18,12.07,1342.30464657,20
2016-10-20T17:00:00.0000000Z,12.17,12.0867,12.239930000000001,12.0867,922.94628111,35
2016-10-20T18:00:00.0000000Z,12.11769,12.12929,12.147680000000001,12.09,68.5196393,9
2016-10-20T19:00:00.0000000Z,12.07733,12.0795,12.1095,12.04009,245.35888709,9
2016-10-20T20:00:00.0000000Z,12.0795,12.04008,12.0795,12.04008,182.74085449999998,8
2016-10-20T21:00:00.0000000Z,12.02,12.0625,12.0625,12.02,373.85591812,13
2016-10-20T22:00:00.0000000Z,12.06495,12.15045,12.15045,12.0231,1274.51445736,30
2016-10-20T23:00:00.0000000Z,12.10264,12.04775,12.10264,12.04775,51.93161811,2
2016-10-21T00:00:00.0000000Z,12.14835,12.1521,12.1561,12.14835,171.77176067,4
2016-10-21T01:00:00.0000000Z,12.1556,12.156089999999999,12.156089999999999,12.1556,190.0,2
2016-10-21T02:00:00.0000000Z,12.14835,12.14835,12.14835,12.14835,1.0,1
2016-10-21T03:00:00.0000000Z,12.15509,12.1562,12.1562,12.15509,762.31363933,28
2016-10-21T04:00:00.0000000Z,12.11322,12.11322,12.11322,12.11322,0.09,1
2016-10-21T05:00:00.0000000Z,12.1372,12.1372,12.1372,12.1372,11.59081171,1
2016-10-21T07:00:00.0000000Z,12.09949,12.07,12.0996,12.07,340.97578500000003,10
2016-10-21T08:00:00.0000000Z,12.07,12.099,12.1202,12.07,173.1222469,5
2016-10-21T09:00:00.0000000Z,12.099,12.0801,12.13519,12.05787,2.4028400000000003,4
2016-10-21T10:00:00.0000000Z,12.0801,12.1,12.1,12.08,11.19,4
2016-10-21T11:00:00.0000000Z,12.08,12.1,12.1,12.07812,118.50014331,4
2016-10-21T12:00:00.0000000Z,12.07812,12.1,12.1,12.07812,128.79144669,2
2016-10-21T13:00:00.0000000Z,12.07811,12.11987,12.11987,12.07,575.94982387,13
2016-10-21T14:00:00.0000000Z,12.111889999999999,12.1125,12.1125,12.070139999999999,80.00222035,4
2016-10-21T15:00:00.0000000Z,12.0775,12.104000000000001,12.104989999999999,12.0774,868.72019854,11
2016-10-21T16:00:00.0000000Z,12.1029,12.1029,12.1029,12.1029,1.944584,1
2016-10-21T17:00:00.0000000Z,12.05677,12.1,12.106489999999999,12.05677,276.69200798,5
2016-10-21T18:00:00.0000000Z,12.07898,12.08958,12.08958,12.05,377.36471648,11
2016-10-21T19:00:00.0000000Z,12.0899,12.0899,12.0899,12.0899,5.2395,2
2016-10-21T20:00:00.0000000Z,12.050180000000001,12.0895,12.0895,12.050180000000001,156.33685512,6
2016-10-21T21:00:00.0000000Z,12.0899,12.09165,12.16544,12.0899,276.10371299999997,11
2016-10-21T22:00:00.0000000Z,12.16,12.1781,12.1781,12.16,409.14778294,14
2016-10-21T23:00:00.0000000Z,12.16,12.16,12.16,12.16,2.0,1
2016-10-22T00:00:00.0000000Z,12.16359,12.1516,12.16359,12.1516,6.04214,2
2016-10-22T01:00:00.0000000Z,12.12,12.12,12.12,12.12,58.5,7
2016-10-22T02:00:00.0000000Z,12.085,12.02,12.085,12.02,926.0135300000001,16
2016-10-22T03:00:00.0000000Z,12.1424,12.06441,12.1424,12.06441,1.08276,2
2016-10-22T04:00:00.0000000Z,12.163730000000001,12.166089999999999,12.166089999999999,12.163730000000001,126.0,3
2016-10-22T08:00:00.0000000Z,12.11321,12.11321,12.11321,12.11321,5.284,1
2016-10-22T09:00:00.0000000Z,12.1,12.1,12.1,12.1,25.0,1
2016-10-22T10:00:00.0000000Z,12.1,12.14944,12.14944,12.075239999999999,97.0,4
2016-10-22T11:00:00.0000000Z,12.13299,12.13299,12.13299,12.13299,5.005,1
2016-10-22T12:00:00.0000000Z,12.07112,12.07112,12.07112,12.07112,7.24929125,1
2016-10-22T14:00:00.0000000Z,12.10497,12.0791,12.10497,12.07115,24.06547487,10
2016-10-22T15:00:00.0000000Z,12.0791,12.2713,12.2713,12.06201,3921.59193009,205
2016-10-22T16:00:00.0000000Z,12.226239999999999,12.2257,12.27117,12.1479,407.52668527,26
2016-10-22T17:00:00.0000000Z,12.2005,12.17765,12.2005,12.14681,49.93763014,7
2016-10-22T18:00:00.0000000Z,12.14682,12.11563,12.19095,12.11563,263.01799708,12
2016-10-22T19:00:00.0000000Z,12.1734,12.15888,12.179039999999999,12.15878,211.94899774,9
2016-10-22T20:00:00.0000000Z,12.165999999999999,12.179,12.179,12.165999999999999,301.967,6
2016-10-22T21:00:00.0000000Z,12.1666,12.18,12.18,12.14825,58.775599,20
2016-10-22T22:00:00.0000000Z,12.1799,12.28995,12.28995,12.1799,145.2125,13
2016-10-22T23:00:00.0000000Z,12.26693,12.210999999999999,12.27773,12.14308,92.95646219,6
2016-10-23T00:00:00.0000000Z,12.2,12.22,12.22444,12.16002,116.2396,20
2016-10-23T01:00:00.0000000Z,12.21764,12.27665,12.27665,12.16221,40.82839495,6
2016-10-23T02:00:00.0000000Z,12.165,12.16,12.165,12.16,447.77912271,9
2016-10-23T03:00:00.0000000Z,12.16,12.15001,12.16047,12.11731,83.70597729,12
2016-10-23T04:00:00.0000000Z,12.15,12.1154,12.161,12.1154,11.88368456,16
2016-10-23T05:00:00.0000000Z,12.16853,12.12411,12.16853,12.12411,52.57271477,5
2016-10-23T06:00:00.0000000Z,12.15245,12.1116,12.15245,12.0824,203.74772304,17
2016-10-23T07:00:00.0000000Z,12.11161,12.11161,12.11161,12.11161,4.7192,2
2016-10-23T08:00:00.0000000Z,12.11161,12.0824,12.11161,12.0824,51.87057825,5
2016-10-23T09:00:00.0000000Z,12.08127,12.08,12.08127,12.08,2271.24717978,6
2016-10-23T10:00:00.0000000Z,12.077910000000001,12.077910000000001,12.08,12.077910000000001,113.19861964,13
2016-10-23T11:00:00.0000000Z,12.077910000000001,12.1503,12.1503,12.06228,99.67974836,8
2016-10-23T12:00:00.0000000Z,12.1503,12.1503,12.1503,12.1503,4.0,1
2016-10-23T13:00:00.0000000Z,12.16,12.1022,12.16,12.1022,15.990004999999998,5
2016-10-23T14:00:00.0000000Z,12.06227,12.16439,12.16439,12.06227,153.39083044,2
2016-10-23T15:00:00.0000000Z,12.062000000000001,12.05837,12.10228,12.043330000000001,1151.50927298,83
2016-10-23T16:00:00.0000000Z,12.05438,12.05437,12.094339999999999,12.05437,367.82844622,13
2016-10-23T17:00:00.0000000Z,12.05001,12.04146,12.05001,12.04146,215.5004,10
2016-10-23T18:00:00.0000000Z,12.1,12.1,12.1,12.1,25.0,2
2016-10-23T19:00:00.0000000Z,12.04147,12.04148,12.10396,12.04147,31.0246,4
2016-10-23T20:00:00.0000000Z,12.04151,12.04151,12.04151,12.04151,24.80904082,1
2016-10-23T21:00:00.0000000Z,12.0838,12.04152,12.0838,12.04152,48.6228985,3
2016-10-23T23:00:00.0000000Z,12.087819999999999,12.02002,12.087819999999999,12.02002,1432.76496024,49
2016-10-24T00:00:00.0000000Z,12.02002,12.02002,12.02002,12.02002,65.27653661,4
2016-10-24T01:00:00.0000000Z,12.08885,12.02,12.08885,12.02,51.5099934,11
2016-10-24T02:00:00.0000000Z,12.08988,12.05787,12.09,12.05787,1121.752324,9
2016-10-24T03:00:00.0000000Z,12.08853,12.08854,12.08854,12.08853,105.0,2
2016-10-24T04:00:00.0000000Z,12.08998,12.08998,12.08998,12.08998,0.01201201,1
2016-10-24T05:00:00.0000000Z,12.089960000000001,12.05004,12.089960000000001,12.05004,8.79129,2
2016-10-24T06:00:00.0000000Z,12.05004,12.0837,12.0837,12.05002,216.445754,6
2016-10-24T07:00:00.0000000Z,12.05002,12.02002,12.05002,12.02002,437.03574253,10
2016-10-24T08:00:00.0000000Z,12.082460000000001,12.04392,12.085,12.04392,262.5,5
2016-10-24T09:00:00.0000000Z,12.02002,12.08178,12.08178,12.02002,15.83625213,2
2016-10-24T10:00:00.0000000Z,12.02002,12.01861,12.02002,12.01861,140.14565,4
2016-10-24T11:00:00.0000000Z,12.01861,12.01861,12.01861,12.01861,7.16069,1
2016-10-24T12:00:00.0000000Z,12.0286,12.0,12.0286,12.0,1000.0,26
2016-10-24T13:00:00.0000000Z,11.999,11.96,12.03,11.96,933.95133918,24
2016-10-24T14:00:00.0000000Z,11.977,12.0,12.02999,11.95841,145.51937306,8
2016-10-24T15:00:00.0000000Z,12.03,12.02,12.03,11.99733,2.96203,4
2016-10-24T16:00:00.0000000Z,12.01,11.96808,12.01,11.96808,532.54439535,12
2016-10-24T17:00:00.0000000Z,11.999989999999999,11.98926,11.999989999999999,11.98926,171.91811,2
2016-10-24T18:00:00.0000000Z,11.989989999999999,11.99,11.99,11.989989999999999,100.340887,2
2016-10-24T19:00:00.0000000Z,11.978,12.0077,12.009689999999999,11.9609,12.9397,9
2016-10-24T20:00:00.0000000Z,11.99899,12.0,12.0,11.998489999999999,250.52,3
2016-10-24T21:00:00.0000000Z,11.99698,11.95321,11.997489999999999,11.95321,150.49334919,5
2016-10-24T22:00:00.0000000Z,11.9532,11.9855,11.9855,11.934619999999999,504.4,21
2016-10-24T23:00:00.0000000Z,11.975,11.975,11.975,11.975,141.38147469999998,1
2016-10-25T00:00:00.0000000Z,11.9475,11.92002,11.9475,11.92002,67.94273647,5
